id,EAP,MWS,HPL
id02310,0.013504873606808833,0.9840993820599035,0.002395744333286854
id24541,0.9564904345086013,0.0018616077286934321,0.0416479577627006
id00134,0.005021250659295514,0.001814050971151607,0.9931646983695521
id27757,0.7800269706441685,0.0010517416531940806,0.2189212877026336
id04081,0.5528305906750984,0.07767164056948758,0.3694977687554107
id27337,0.9366895924262041,0.0002953329419262926,0.06301507463187071
id24265,0.953634752145519,0.004369378900827121,0.04199586895365351
id25917,0.004814902441646839,0.9795693175417832,0.015615780016568099
id04951,0.9947038277403124,1.0714305283961652e-05,0.005285457954401773
id14549,0.49243164774987175,0.12339057241934769,0.38417777983077883
id22505,0.18466940934475748,0.804682502788,0.010648087867246104
id24002,0.0002960331056396461,0.0002023791133197947,0.999501587781039
id18982,0.5554588862769113,0.25167055823730256,0.19287055548578833
id15181,0.007358529090099305,0.0004475116568646327,0.9921939592530361
id21888,0.6554814125023243,0.29934073844208997,0.04517784905558305
id12035,0.00047186663800247814,0.9994912095731083,3.692378888987211e-05
id17991,0.024764600745180183,0.9742352507021846,0.0010001485526361382
id10707,0.999966021322863,2.985651869002042e-05,4.12215844736654e-06
id07101,0.11853197986792784,0.7755819732918351,0.10588604684024033
id00345,0.19209283151364676,0.0012937650723130719,0.8066134034140411
id05912,0.9408625814234702,0.04636854519554408,0.012768873380984834
id13443,0.9855716528888451,0.008436067812368777,0.0059922792987854075
id09248,0.32381874086251267,0.6678955493575583,0.008285709779929233
id17542,0.002842880355516984,0.0016783154179653295,0.9954788042265175
id06995,0.04795462473531604,0.9484008789186302,0.003644496346056784
id25159,0.835482677554524,0.09068742407091525,0.07382989837455964
id25729,0.23202734571076586,0.014109920239822195,0.753862734049415
id26949,0.9485093474260976,0.003941349920260734,0.04754930265363893
id27191,0.021842858978943863,0.9773768420439498,0.0007802989771050826
id07668,0.43505132701702776,0.5607610856242218,0.004187587358744588
id02230,0.03473964103001519,0.7758428010407344,0.18941755792924955
id15553,0.9996716911543125,0.00026233514535511975,6.597370033592864e-05
id25688,0.0004587293046218388,0.0016009954568196908,0.9979402752385591
id17545,0.9993119413906756,0.0005720966375646834,0.00011596197175970821
id13929,0.274996351203934,0.47431330910950437,0.2506903396865598
id12880,0.4279749714293616,0.18939367244578575,0.38263135612484994
id19282,0.7074838311120354,0.21928981779258166,0.07322635109538042
id14690,0.00027294222683234433,0.999571513708585,0.0001555440645822994
id17975,0.0028644231669305194,0.0009978282306837495,0.9961377486023849
id08037,0.9562948157724745,0.03861042677680507,0.005094757450722952
id15412,0.044987448304927576,0.9542939400166768,0.000718611678395909
id25032,0.4222847335187137,0.5436175607588342,0.034097705722451174
id27165,0.9997904617224346,0.00011745496486607165,9.208331270160672e-05
id03327,0.9154926627379891,0.040636840025273145,0.043870497236740406
id18515,0.6268807838209854,0.192867293852459,0.1802519223265524
id21003,0.1597123380918433,0.8167670636350463,0.02352059827310986
id23855,0.0009322551869698399,0.23855887441657608,0.7605088703964574
id20724,0.9311214367182663,0.0028522483815851033,0.0660263149001474
id13303,0.30543661585659004,0.5284825613851611,0.16608082275824962
id16521,0.004304720319621467,0.3607763582336092,0.6349189214467693
id20775,0.9989666458121697,8.080422132647899e-05,0.0009525499665056756
id13029,0.9925877918126331,0.0015077022422217894,0.005904505945148201
id14660,0.19660665381788925,0.016721903875069975,0.7866714423070417
id11028,0.004345768615740417,0.9954470572686621,0.0002071741155983385
id14180,0.8990688919300026,0.02890853159095577,0.07202257647904078
id25860,0.9996700911164281,0.00018264283568849562,0.00014726604788138382
id11910,0.7080248516460622,0.27129281278478345,0.0206823355691528
id08065,0.0948329594681055,0.8952630872795316,0.009903953252360828
id22674,0.02610547406340736,0.9730266527380173,0.000867873198574667
id25018,0.1261504716361345,0.8628187211021243,0.011030807261741044
id10892,0.03726333599605669,0.0038000235518092567,0.9589366404521283
id10217,0.4254350426808803,0.0030547430479709987,0.5715102142711503
id12996,0.2668481107951452,0.5812485456096304,0.1519033435952248
id18262,0.4040868263606346,0.296267576449323,0.2996455971900371
id08606,0.0070228871649072,0.004546311404691331,0.9884308014303993
id17233,0.9836456587414257,0.00998937802098226,0.00636496323759363
id00101,0.5640225561007312,0.025828719844119382,0.410148724055149
id12225,0.882469387551417,0.010675838573189923,0.1068547738753946
id01364,0.0016426869319933095,0.0025228922250192616,0.9958344208429848
id24973,0.9816047053752198,0.0160199211411762,0.0023753734836071297
id25363,0.8105057040545091,0.1882921980231507,0.0012020979223356957
id10061,0.4648895878279704,0.5228553396240425,0.012255072547987966
id17673,0.2314010450015294,0.013670917852799792,0.754928037145673
id13249,0.3171497214880593,0.6323810199333096,0.05046925857863079
id10107,0.08815707336447479,0.8935305413957036,0.018312385239822242
id04403,0.9860652185398797,0.013859258098089931,7.552336203145302e-05
id25728,0.8462895498557074,0.1484513912517345,0.0052590588925554875
id16184,0.02945008794122426,0.9557494674635665,0.014800444595210061
id03438,0.015066236867738262,0.9842073783227512,0.000726384809509633
id22923,0.007339154511259868,0.00018508909131833757,0.9924757563974248
id08610,0.9995024883839848,0.00010056575124697101,0.0003969458647711018
id25355,0.0022923963201764135,0.9970863823852023,0.0006212212946236723
id16916,0.4622972614619025,0.018852554131590534,0.518850184406507
id12793,0.006452458609366741,0.0021018818244861242,0.9914456595661513
id11859,0.8575044974137319,0.12658922448827667,0.015906278097991305
id02434,0.9999568297620262,4.166201658209457e-05,1.5082213886940017e-06
id27703,0.0021633827217718785,0.9977197141139742,0.00011690316425682921
id25212,0.057548945419031855,0.01644839087096866,0.9260026637099963
id11308,0.09049555160372608,0.41484082314771054,0.49466362524856267
id26094,0.9946909293243759,0.0028152768327240566,0.002493793842897085
id22080,0.9700991833794969,0.000994207949064506,0.02890660867143808
id03545,0.9993339815817457,1.7780317010769373e-05,0.0006482381012411625
id23725,0.006825870012535389,0.9926757809271024,0.0004983490603632029
id12009,0.22631510121339948,0.4203632386979056,0.3533216600886974
id24241,0.012319681485254221,0.16249638517572906,0.8251839333390152
id03596,0.0020229770236862136,0.0002631603749832952,0.997713862601333
id10749,0.28393092754554966,0.06623213193144349,0.6498369405230104
id22794,0.01259314264854274,0.9836654878222566,0.0037413695292037577
id15482,0.7288278092318964,0.05254631618787255,0.2186258745802331
id04833,0.9583335316636671,0.014067172359028527,0.027599295977303727
id00397,0.005032221652321385,0.9949241673998421,4.361094783755096e-05
id14691,0.006198839486633307,0.9877072257407329,0.006093934772638941
id05193,0.3339109468998796,0.6489017829490793,0.017187270151040483
id19541,0.966590010308209,0.0274776718268711,0.005932317864920602
id22166,0.001396544894375206,0.9981582052838309,0.00044524982179387236
id20744,0.08213539966415019,0.9170421048584988,0.0008224954773481842
id10392,0.0007144749732581018,0.9970298716328181,0.002255653393925245
id00770,0.9831594006143749,0.005188107093553031,0.011652492292070464
id06018,0.6584847615616899,0.017230347891701168,0.32428489054660864
id15678,0.5900880495275391,0.39897860274183855,0.010933347730624704
id08305,0.4876902384737028,0.03166634200174578,0.4806434195245509
id08903,0.07370788565009116,0.9144572467914306,0.01183486755847596
id14752,0.8479821086089927,0.004707303748781577,0.1473105876422285
id12468,0.11788728189731627,0.004632386262370221,0.8774803318403147
id05085,0.9694103285309446,0.0023270329589844597,0.02826263851006885
id21993,0.24727016607233962,0.7225811309469387,0.030148702980722943
id15503,0.6161995621792687,0.27298671853409867,0.11081371928663389
id03021,3.595560806833931e-05,4.4809518443791584e-05,0.9999192348734911
id16123,0.9996232009989744,0.00015480469837715738,0.00022199430264623272
id19383,0.8322340542422836,0.09770118891396912,0.07006475684374532
id04186,0.9978237085649371,0.002152406727953141,2.3884707109129673e-05
id17954,0.008038600617300752,0.9918122420239908,0.00014915735871349965
id12030,0.08550746003484672,0.9086215626142418,0.005870977350909965
id13020,0.9905590780157335,0.005861030941849292,0.0035798910424176835
id25327,0.0017851028011715883,0.059371191946252955,0.9388437052525791
id16344,0.38957539787948514,0.25973186768179884,0.3506927344387165
id12303,0.027953791421316217,0.015845854613761822,0.9562003539649202
id15017,0.9954048977885794,0.0001219484854024077,0.004473153726020773
id22308,0.9073008987992045,0.05734607407513492,0.03535302712566208
id06536,0.0012866506564515145,0.9938861416867699,0.0048272076567809075
id19797,0.08648104016199128,0.006234496296276687,0.9072844635417326
id06332,0.23209828733425739,0.14642842851629828,0.6214732841494445
id22941,0.01102895884788768,0.9801235083922557,0.00884753275985833
id13547,0.006161641060027637,0.9907834429234498,0.00305491601651914
id06928,0.002794842304258769,0.9964042598821232,0.0008008978136214176
id12521,0.8716913129030042,0.017422242426386517,0.11088644467060789
id25716,0.9744293450960747,0.02334051857647938,0.00223013632744513
id27116,0.013448395804786748,0.9864995611903666,5.204300484450871e-05
id19941,0.02327866841327636,0.015365204937234207,0.9613561266494909
id05711,0.0001340937330755166,0.9998385780445324,2.7328222394438816e-05
id02097,0.001622473521225382,0.9937174596732027,0.004660066805574048
id03563,0.013462123711215045,0.0012153934743645148,0.985322482814418
id02295,0.07868003876878672,0.0059370765226823856,0.9153828847085294
id08179,0.9999821493638517,7.200220964482459e-06,1.0650415186753321e-05
id05332,0.007762210905896173,0.14000071919290158,0.852237069901202
id15697,0.9045347521528292,0.0882051471046426,0.007260100742531396
id17026,0.043090331666768435,0.9523653967354964,0.004544271597734881
id04243,0.9714095348867791,0.023161562336021204,0.005428902777200733
id13175,0.9999792928727479,1.019866995772631e-05,1.0508457294893252e-05
id05387,0.9801384052902271,0.008676147531195905,0.011185447178579947
id19989,0.9425762598955617,0.021166471917007722,0.03625726818743162
id25173,0.12322598083633919,0.8699512000465491,0.006822819117117346
id08925,0.0007865866567404054,0.0004915511528341675,0.9987218621904286
id03034,0.004112106934133641,0.06658859740541835,0.929299295660451
id13272,0.00238461560843729,0.002372182166774913,0.9952432022247866
id07956,0.9886514403215153,0.010943137962827807,0.0004054217156570669
id02648,0.017291037615649915,0.9740923694388771,0.00861659294547292
id01778,0.007479374409126869,0.9902427825875928,0.0022778430032804587
id12846,0.0005163727040070977,0.9994748691649525,8.758131045586132e-06
id19001,0.04920184038299308,0.9260691028548352,0.02472905676217196
id05763,0.5494859683032239,0.4292275160695517,0.02128651562722719
id15590,0.0033017331390585583,0.9964161751539915,0.000282091706949501
id04912,0.6759478931431601,0.159744436091967,0.1643076707648754
id21201,0.8284404948304122,0.035276734223930094,0.13628277094565916
id13215,0.9837722660503382,0.0156989327352219,0.0005288012144385083
id15612,0.027594554173319814,0.014800216179569642,0.9576052296471089
id18501,0.05832230178630041,0.9238804975638373,0.017797200649859367
id07223,0.8327833138003891,0.034096998896391575,0.13311968730322005
id06707,0.49184511801930936,0.335079654395906,0.1730752275847824
id05238,0.00033299095482292626,7.475359119015114e-05,0.9995922554539901
id00935,0.00438351207904845,0.9488822927730266,0.04673419514792212
id00110,0.8959696344944028,0.10154988813310607,0.002480477372496642
id17476,0.8535181070453719,0.013878260929922956,0.13260363202470735
id15170,0.9998675955011431,2.2500394923726423e-05,0.0001099041039399553
id13397,0.09132876687392807,0.8138627084054747,0.09480852472059662
id24283,0.6411325512697253,0.24256959503800307,0.11629785369227069
id15234,0.900465941438637,0.0032507724452269264,0.09628328611613937
id16884,0.6651170278815342,0.04743102789291121,0.287451944225553
id07831,0.6866689837163774,0.13954474303607003,0.17378627324755325
id16038,0.8434928814195095,0.004924535417073348,0.1515825831634155
id03629,0.900193699133064,0.08058645040755828,0.019219850459379247
id21019,0.8344742729902609,0.020801579038466512,0.14472414797127287
id21835,0.3002342482133887,0.6596459460187575,0.040119805767852235
id04480,0.07910131761841244,0.00013194391162510153,0.9207667384699628
id20838,0.8111062403268665,0.019129504362009518,0.16976425531112113
id24195,0.2808084075901625,0.36821645390575264,0.3509751385040832
id05448,0.9462846644543602,0.0421990581302499,0.01151627741539242
id15957,0.06299351956125014,0.0022197335634739344,0.9347867468752746
